id,drug_text
1503,"Dacomitinib is indicated as the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 19 deletion or exon 21 L858R substitution mutations as verified by an FDA-approved test. The presence of a mutation in EGFR accounts for more than the 60% of the NSCLC cases and the overexpression of EGFR is associated with frequent lymph node metastasis and poor chemosensitivity.Dacomitinib, designed as (2E)-N-16-4-(piperidin-1-yl) but-2-enamide, is an oral highly selective quinazalone part of the second-generation tyrosine kinase inhibitors which are characterized by the irreversible binding at the ATP domain of the epidermal growth factor receptor family kinase domains. Dacomitinib was developed by Pfizer Inc and approved by the FDA on September 27, 2018. Some evidence in the literature suggests the therapeutic potential of dacomitinib in the epithelial ovarian cancer model, although further investigations are needed.Preclinical data suggested that dacomitinib increases the inhibition of the epidermal growth factor receptor kinase domain as well as the activity in cell lines harboring resistance mutations such as T790M. Phase III clinical trials (ARCHER 1050), done in patients suffering from advanced or metastatic non-small cell lung carcinoma with EGFR-activating mutations, reported a significant improvement in progression-free survival when compared with gefitinib.Dacomitinib is an irreversible small molecule inhibitor of the activity of the human epidermal growth factor receptor (EGFR) family (EGFR/HER1, HER2, and HER4) tyrosine kinases."
1504,"Ocrelizumab is also indicated for the treatment of primary progressive MS in adults.Ocrelizumab is a CD20-directed cytolytic antibody indicated for the treatment of patients with primary progressive or relapsing forms of multiple sclerosis (MS). In clinical trials of patients with relapsing forms of MS, treatment with ocrelizumab resulted in reduced relapse rates and reduced worsening of disability compared to . Within 2.5 years after the last infusion, B-cell counts returned to either baseline or LNN in 90% of patients treated with ocrelizumab. Since ocrelizumab is a recombinant humanized antibody, it is expected to be less immunogenic than , a chimeric antibody. Also, an increased risk of malignancy may exist.Ocrelizumab is a recombinant humanized antibody that targets CD20, a glycosylated phosphoprotein expressed on the surface of different types of B-cells."
1505,"Edaravone is indicated for the treatment of amyotrophic lateral sclerosis (ALS) in the US and Canada. It is also indicated to treat acute ischemic stroke in Japan.Edaravone is a free radical scavenger and neuroprotective agent with antioxidant properties. The intravenous formulation of edaravone was first approved in Japan in 2001 for the treatment of acute ischemic stroke. Edaravone was also investigated in other disorders, such as Alzheimer's disease, neuropathic pain, and ischemia-induced nerve injury.Edaravone works to delay the disease progression of neurological disorders such as ischemic stroke and ALS by limiting the extent of neuronal damage or death.Oxidative stress and reactive oxygen species (ROS) production have been implicated in various neurological disorders, such as amyotrophic lateral sclerosis (ALS) and cerebral ischemia. Since oxidative stress has been implicated in the pathophysiology of ALS and cerebral ischemia, inhibiting lipid peroxidation, suppressing endothelial cell damage induced by lipid peroxides, and scavenging free radicals may lead to neuroprotective effects."
1506,"Indicated for symptomatic treatment of urinary incontinence and/or increased urinary frequency and urgency in patients with overactive bladder (OAB) . Propiverine hydrochloride is a bladder detrusor muscle relaxant drug with dual antimuscarinic and calcium-modulating properties for the treatment of OAB . In animal models, this administration of this drug leads to a dose-dependent decrease in intravesical pressure of the bladder and an increase in bladder capacity . Propiverine blocks calcium ion influx and modulates the intracellular calcium in urinary bladder smooth muscle cells, resulting in the inhibition of muscle spasm . Acetylcholine is the main contractile neurotransmitter in the human bladder detrusor muscle, and antimuscarinics such as propiverine exert their effects by competitively inhibiting the binding of acetylcholine at muscarinic receptors on detrusor smooth muscle cells and other structures within the bladder wall ."
1507,"Benzbromarone has been used in trials studying the basic science and treatment of Heart Failure, Hyperuricemia, Chronic Kidney Disease, Abnormal Renal Function, and Gout and Asymptomatic Hyperuricemia."
1508,"Under accelerated approval by the FDA, rucaparib is also indicated for the treatment of adult patients with a deleterious BRCA mutation (germline and/or somatic)-associated metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor-directed therapy and a taxane-based chemotherapy.Rucaparib is an anticancer drug and poly (ADP-ribose) polymerase (PARP) inhibitor. By targeting the genetically-mutated cancer cells that lack a DNA repair mechanism, rucaparib causes cancer cell death and reduces tumour growth. Rucaparib decreases tumour growth in tumour cell lines with deficiencies in BRCA1/2 and other DNA repair genes. Rucaparib can also cause vasodilation, which may increase tumour perfusion and enhance the accumulation of cytotoxic drugs in cancer cells.PARPs play a role in DNA repair by activating DNA damage response pathways, such as base excision repair, and facilitating DNA repair. HR DNA repair pathways repair double-strand breaks; however, HR-deficient cancer cells lack this repair mechanism."
1509,"Iobitridol has been used in trials studying the diagnostic of Diagnostic Imaging, Coronary Artery Disease, Type 2 Diabetes Mellitus, and Coronary Atherosclerosis.Iobitridol (trade name Xenetix) is a pharmaceutical drug used as an iodine-based radiocontrast agent in X-ray imaging.It is injected into blood vessels, joints, or body cavities such as the uterus, and filtered out by the kidneys.Its most common adverse effect is nausea. Severe allergic reactions are rare.The drug received its first marketing approval in 1994 in France and is approved for use in many European countries including the UK, but not in the US.It is manufactured by Guerbet."
1510,Prothionamide has been used in trials studying the treatment of MDR-TB and HIV Infections.Protionamide (or prothionamide) is a drug used in the treatment of tuberculosis and leprosy.
1511,Pilsicainide has been investigated for the treatment of Paroxysmal Atrial Fibrillation.ilsicainide (INN) is an antiarrhythmic agent.It was developed by Suntory Holdings Limited and first released in 1991.
1512,"Lafutidine has been investigated in Peptic Ulcer, Community-acquired Pneumonia, and Gastroesophageal Reflux Disease (GERD).Lafutidine (INN) is a second generation histamine H2 receptor antagonist having multimodal mechanism of action and used to treat gastrointestinal disorders.It is marketed in South Korea, Japan and India."
1513,"The primary therapeutic use for which benserazide is currently indicated for is as a combination therapy with levadopa for the treatment of Parkinson's disease in adults > 25 years of age, with the exception of drug-induced parkinsonism . Although studies are ongoing, no evidence has been formally elucidated as of yet .When levodopa is used by itself as a therapy for treating Parkinson's disease, its ubiquitous metabolism into dopamine is responsible for a resultant increase in the levels of circulating dopamine in the blood and to various extracerebral tissues. Unfortunately, the resultant increase in the levels of circulating dopamine in the blood and to various extracerebral tissues can result in a number of side effects like nausea, vomiting, or even cardiac arrhythmias that may diminish patient adherence . A decarboxylase inhibitor like benserazide is consequently an effective compound to combine with levadopa as it is incapable of crossing the blood-brain barrier itself and therefore allows levadopa to elicit its primary action in the central nervous system, but will prevent the formation of dopamine from levadopa in extracerebral tissues - thereby acting to minimize the occurrence of extracerebral side effects .The combination of levodopa and benserazide is an anti-Parkinsonian agent . It is important to note, however, that benserazide is hydroxylated to trihydroxybenzylhydrazine in the intestinal mucosa and the liver , and that as a potent inhibitor of the aromatic amino acid decarboxylase , it is this trihydroxybenzylhydrazine metabolite of benserazide that mainly protects levodopa against decarboxylation to dopamine in the gut and also around the rest of the body outside of the blood-brain barrier .Finally, it is also proposed that benserazide hydrochloride may be able to treat beta thalassaemia by maintaining the active expression of the gene for fetal hemoglobin so that constant production of fetal hemoglobin may replace the missing adult hemoglobin variation that is characteristic of patients with the condition, thereby decreasing the need for blood transfusion therapy ."
