id,drug_id,drug_text
1350,DB05316,"Pimavanserin is indicated for the treatment of hallucinations and delusions associated with Parkinson’s disease psychosis. Pimavanserin shows low binding to sigma 1 receptors (Ki value 120 nM) and has no appreciable affinity (Ki value >300 nM), to serotonin 5-HT2B, dopaminergic (including D2), muscarinic, histaminergic, or adrenergic receptors, or to calcium channels. The effect of pimavanserin on the QTc interval was evaluated in a randomized placebo- and positive-controlled double-blind, multiple-dose parallel thorough QTc study in 252 healthy subjects. In the 6-week, placebo-controlled effectiveness studies, mean increases in QTc interval of ~5-8 msec were observed in patients receiving once-daily doses of pimavanserin 34 mg. There were no reports of torsade de pointes or any differences from placebo in the incidence of other adverse reactions associated with delayed ventricular repolarization in studies of pimavanserin, including those patients with hallucinations and delusions associated with Parkinson’s disease psychosis.Parkinson's disease psychosis (PDP) is an imbalance of serotonin and dopamine from disruption of the normal balance between the serotonergic and dopaminergic receptors and neurotransmitters in the brain."
1351,DB05332,"Treatment of chronic immune thrombocytopenic purpura. Interestingly, romiplostim's amino acid sequence is not similar to that of endogenous thrombopoietin. Romiplostim is produced by recombinant DNA technology in Escherichia coli. FDA approved on August 22, 2008.Responses to platelet increase varies between patients thus indicating a need for individualization of dose. Romiplostim is a thrombopoietin receptor agonist that activates intracellular transcriptional pathways via c-Mpl to increase production of platelets."
1352,DB05336,"Investigated for use/treatment in anthrax exposure, bacterial infection, crohn's disease, and graft versus host disease.Obiltoxaximab, an affinity-enhanced monoclonal antibody (Mab), is used for prevention and treatment of infection and death caused by anthrax toxin. Obiltoxaximab is a chimeric IgG1 kappa monoclonal antibody (mAb) that binds the PA component of B. anthracis toxin. It has an approximate molecular weight of 148 kDa.ETI-204 is an affinity-enhanced, de-immunized antibody, which means that its ability to bind to its target pathogen has been strengthened and that elements that might cause an immune response have been removed. ETI-204 targets and binds to Protective Antigen, which prevents the anthrax toxins from binding to and entering the cells in the body, thereby preventing death."
1353,DB05351,"- Treatment of heartburn associated with symptomatic non-erosive gastroesophageal reflux disease (GERD) for four weeks in patients 12 years of age and older.Dexlansoprazole is a new-generation proton pump inhibitor (PPI) used for the management of symptoms associated with gastroesophageal reflux disease (GERD) and erosive esophagitis. Dexlansoprazole inhibits the final step in gastric acid production by blocking the (H+, K+)-ATPase enzyme.Dexlansoprazole is a proton pump inhibitor (PPI) that suppresses both basal and stimulated gastric acid secretion. PPIs are associated with a risk for a rebound effect and a short-term increase in hypersecretion; thus, such risk cannot be excluded with dexlansoprazole. Increased CgA levels may cause false positive results in diagnostic investigations for neuroendocrine tumours. It inhibits the H/K ATPase at the secretory surface of the gastric parietal cell, which is involved in the secretion of hydrochloric acid."
1354,DB05381,"It is a powerful stimulant of gastric secretion, a constrictor of bronchial smooth muscle, a vasodilator, and also a centrally acting neurotransmitter.Histamine stimulates gastric gland secretion, causing an increased secretion of gastric juice of high acidity. Capillary dilatation may produce flushing of the face, a decrease in systemic blood pressure, and gastric gland secretion, causing an increased secretion of gastric juice of high acidity. In addition, histamine has a direct stimulant action on smooth muscle, producing contraction if H 1-receptors are activated, or mostly relaxation if H 2-receptors are activated. Also in humans, the stimulant effect of histamine may cause contraction of the intestinal muscle. However, little effect is noticed on the uterus, bladder, or gallbladder."
1355,DB05467,"It first garnered interest as a potential treatment for emphysema but was eventually recognized as a potential novel therapy for patients with FOP. Palovarotene was approved for use in Canada in January 2022 for the management of heterotopic ossification (HO) in patients with FOP, representing the first global approval for any FOP therapy. As with other retinoids, palovarotene can cause birth defects, and it should not be used by patients who are, or intend to become, pregnant. The pathogenesis of FOP is driven by a gain-of-function mutation in the _ACVR1/ALK2_ gene encoding activin A receptor type 1 (ACVR1)/activin-like kinase 2 (ALK2), a bone morphogenetic protein type 1 receptor (BMPR-I). The sustained and aberrant signalling caused by the gain-of-function mutation in _ACVR1/ALK2_ results in overactivation of the downstream SMAD1/5/8 signalling pathway, which in turn is thought to trigger the formation of ectopic chondrogenesis, osteogenesis, and joint fusion characteristic of FOP."
1356,DB05521,"Telaprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). Telaprevir is an inhibitor of NS3/4A, a serine protease enzyme, encoded by HCV genotype 1 . The barrier for develoment of resistance to NS3/4A inhibitors is lower than that of NS5B inhibitors, another class of DAAs . Telaprevir was available as a fixed dose product (tradename Incivek) used for the treatment of chronic Hepatitis C. Approved in May 2011 by the FDA, Incivek was indicated for the treatment of HCV genotype 1 in combination with , , and  . Telaprevir is a NS3/4a protease inhibitor used to inhibit viral HCV replication ."
1357,DB05528,"Used in patients with homozygous familial hypercholesterolemia as an adjunct to diet and other lipid-lowering medications.Mipomersen sodium, which was known as the investigational drug, isis-301012, is the salt form of a synthetic phosphorothioate oligonucleotide. Mipomersen sodium prevents the formation of apo B-100, resulting in a decrease in the levels of apolipoprotein B (apo B), low density lipoprotein (LDL), and total cholesterol. Mipomersen is indicated in patients with homozygous familial hypercholesterolemia as an adjunct to diet and other lipid-lowering medications. It is marketed under the brand name Kynamro in the United States, and the FDA label includes a black box warning of hepatoxicity. Specifically, elevations in the liver enzymes, i.e. transaminases, and in liver fat (hepatic steatosis) have been reported."
1358,DB05541,"Used as adjunctive therapy for partial-onset seizures in patients 16 years of age or older.Brivaracetam is a racetam derivative of levetiracetam used in the treatment of partial-onset seizures. Brivaracetam binds SV2A with 20 times higher affinity than levetiracetam . It is available under the brand name Briviact made by UCB. Briviact received FDA approval on February 19, 2016 .Brivaracetam binds SV2A with high affinity  . SV2A is known to play a role in epileptogenesis through modulation of synaptic GABA release ."
1359,DB05578,"Ramucirumab is indicated for the treatment of advanced or metastatic gastric or gastro-esophageal junction adenocarcinoma. Patients who have EGFR or ALK genomic aberrations should also have disease progression following FDA-approved therapy for these aberrations.Lastly, ramucirumab is indicated for the treatment of hepatocellular carcinoma in patients with an alpha-fetoprotein level ≥400 ng/mL and have previously been treated with .Ramucirumab is a human monoclonal antibody (IgG1) against vascular endothelial growth factor receptor 2 (VEGFR2), a type II trans-membrane tyrosine kinase receptor expressed on endothelial cells. By binding to VEGFR2, ramucirumab prevents binding of its ligands (VEGF-A, VEGF-C, and VEGF-D), thereby preventing VEGF-stimulated receptor phosphorylation and downstream ligand-induced proliferation, permeability, and migration of human endothelial cells. VEGFR stimulation also mediates downstream signalling required for angiogenesis and is postulated to be heavily involved in cancer progression, making it a highly likely drug target. In contrast to other agents directed against VEGFR-2, ramucirumab binds a specific epitope on the extracellular domain of VEGFR-2, thereby blocking all VEGF ligands from binding to it."
